name,date,country,genre,rating,rating_count,kind,link,subscription,audio,subtitles,description
Друзья,1994–2004,США,"комедия, мелодрама",9.2,420108,serial,https://www.kinopoisk.ru/film/77044/,По подписке Плюс,0,0,0
Жил-был пёс,1982,СССР,"мультфильм, комедия",9.2,382528,film,https://www.kinopoisk.ru/film/45319/,По подписке Плюс,0,0,0
LEGO Ниндзяго,2019–,"Канада, Дания","мультфильм, боевик",9.2,3384,serial,https://www.kinopoisk.ru/film/1282979/,По подписке Плюс,0,0,0
Жизнь человека. Последнее интервью,2020,Россия,документальный,9.2,4808,film,https://www.kinopoisk.ru/film/2500772/,По подписке Плюс,0,0,0
Побег из Шоушенка,1994,США,драма,9.1,793542,film,https://www.kinopoisk.ru/film/326/,online,0,0,0
Малышарики,2015–,Россия,"мультфильм, детский",9.1,46038,serial,https://www.kinopoisk.ru/film/988056/,По подписке Плюс,0,0,0
Зеленая миля,1999,США,"фэнтези, драма",9.1,704448,film,https://www.kinopoisk.ru/film/435/,По подписке Плюс,0,0,0
Топ Гир: Лучшее,2006–2014,Великобритания,"реальное ТВ, ток-шоу",9.0,4581,serial,https://www.kinopoisk.ru/film/1227897/,По подписке Плюс,0,0,0
Рик и Морти,2013–,США,"мультфильм, комедия",9.0,634209,serial,https://www.kinopoisk.ru/film/685246/,По подписке Плюс,0,0,0
Шпионы в дикой природе,2017–,Великобритания,документальный,9.0,306,serial,https://www.kinopoisk.ru/film/1171896/,По подписке Плюс,0,0,0
Игра престолов,2011–2019,"США, Великобритания","фэнтези, драма",9.0,653527,serial,https://www.kinopoisk.ru/film/464963/,По подписке Плюс Мульти с Амедиатекой,0,0,0
LEGO City Приключения,2019–2020,"США, Франция","мультфильм, детский",9.0,2904,serial,https://www.kinopoisk.ru/film/1263620/,По подписке Плюс,0,0,0
Гравити Фолз,2012–2016,США,"мультфильм, комедия",9.0,337385,serial,https://www.kinopoisk.ru/film/591929/,По подписке Плюс,0,0,0
Тропические острова,2020–2020,"Великобритания, США",документальный,9.0,4558,serial,https://www.kinopoisk.ru/film/1392470/,По подписке Плюс,0,0,0
Место встречи изменить нельзя,1979,СССР,"криминал, детектив",9.0,228205,film,https://www.kinopoisk.ru/film/77202/,По подписке Плюс,0,0,0
Смешарики. Новый сезон,2020–,Россия,"мультфильм, детский",8.9,125198,serial,https://www.kinopoisk.ru/film/1379016/,По подписке Плюс,0,0,0
Говорящий Том и друзья,2014–,Кипр,"мультфильм, детский",8.9,2629,serial,https://www.kinopoisk.ru/film/1189947/,По подписке Плюс,0,0,0
Форрест Гамп,1994,США,"драма, комедия",8.9,642923,film,https://www.kinopoisk.ru/film/448/,online,0,0,0
Романовы,2013,Россия,"документальный, история",8.9,72011,film,https://www.kinopoisk.ru/film/743975/,По подписке Плюс,0,0,0
Семнадцать мгновений весны,1973,СССР,"военный, драма",8.9,81619,film,https://www.kinopoisk.ru/film/89540/,По подписке Плюс,0,0,0
Чернобыль,2019,"США, Великобритания","драма, история",8.9,329940,film,https://www.kinopoisk.ru/film/1227803/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Джейми Оливер: Продолжаем готовить,2020–2020,Великобритания,реальное ТВ,8.9,1391,serial,https://www.kinopoisk.ru/film/1374525/,По подписке Плюс,0,0,0
Хочу все знать!,2021–,Россия,"документальный, детский",8.9,4790,serial,https://www.kinopoisk.ru/film/4459937/,По подписке Плюс,0,0,0
Во все тяжкие,2008–2013,США,"криминал, драма",8.9,397320,serial,https://www.kinopoisk.ru/film/404900/,online,0,0,0
Великая война,2010–2012,Россия,"документальный, военный",8.8,58523,serial,https://www.kinopoisk.ru/film/503264/,По подписке Плюс,0,0,0
Гордость и предубеждение,1995,Великобритания,"драма, мелодрама",8.8,67790,film,https://www.kinopoisk.ru/film/89518/,По подписке Плюс,0,0,0
Михаил Зорин. Жизнь продолжается!,2020,Россия,"документальный, история",8.8,441,film,https://www.kinopoisk.ru/film/4448995/,По подписке Плюс,0,0,0
Космос: Возможные миры,2020–2020,США,документальный,8.8,1501,serial,https://www.kinopoisk.ru/film/1320688/,По подписке Плюс,0,0,0
Список Шиндлера,1993,США,"драма, биография",8.8,371651,film,https://www.kinopoisk.ru/film/329/,online,0,0,0
1+1,2011,Франция,"драма, комедия",8.8,1317812,film,https://www.kinopoisk.ru/film/535341/,По подписке Плюс,0,0,0
Доктор Хаус,2004–2012,США,"драма, детектив",8.8,368965,serial,https://www.kinopoisk.ru/film/178710/,По подписке Плюс,0,0,0
Трое из Простоквашино,1978,СССР,"мультфильм, детский",8.8,269431,film,https://www.kinopoisk.ru/film/42326/,По подписке Плюс,0,0,0
Просто о важном. Про Миру и Гошу,2019–2020,Россия,"мультфильм, детский",8.8,3532,serial,https://www.kinopoisk.ru/film/2039957/,По подписке Плюс,0,0,0
Иван Васильевич меняет профессию,1973,СССР,"комедия, фантастика",8.8,706822,film,https://www.kinopoisk.ru/film/42664/,По подписке Плюс,0,0,0
Спина к спине,2020–,Россия,мультфильм,8.8,551,serial,https://www.kinopoisk.ru/film/1445210/,По подписке Плюс,0,0,0
Король Лев,1994,США,"мультфильм, мюзикл",8.8,543229,film,https://www.kinopoisk.ru/film/2360/,По подписке Плюс,0,0,0
Винни Пух,1969,СССР,"мультфильм, детский",8.8,147148,film,https://www.kinopoisk.ru/film/45779/,По подписке Плюс,0,0,0
Зима в Простоквашино,1984,СССР,"мультфильм, детский",8.8,97239,film,https://www.kinopoisk.ru/film/256566/,По подписке Плюс,0,0,0
Разборы фильмов от КиноПоиска,2016–2020,Россия,документальный,8.8,3194,serial,https://www.kinopoisk.ru/film/1370478/,По подписке Плюс,0,0,0
Фиксики. Новенькие,2020–,Россия,"мультфильм, детский",8.7,44615,serial,https://www.kinopoisk.ru/film/1351747/,По подписке Плюс,0,0,0
Винни Пух идет в гости,1971,СССР,"мультфильм, детский",8.7,81612,film,https://www.kinopoisk.ru/film/45781/,По подписке Плюс,0,0,0
Сопрано,1999–2007,США,"драма, криминал",8.7,77679,serial,https://www.kinopoisk.ru/film/79848/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Каникулы в Простоквашино,1980,СССР,"мультфильм, детский",8.7,93208,film,https://www.kinopoisk.ru/film/256551/,По подписке Плюс,0,0,0
Клиника,2001–2010,США,"комедия, драма",8.7,220591,serial,https://www.kinopoisk.ru/film/251568/,По подписке Плюс,0,0,0
По ту сторону изгороди,2014–2014,США,"мультфильм, фэнтези",8.7,93636,serial,https://www.kinopoisk.ru/film/841914/,По подписке Плюс,0,0,0
Крестный отец,1972,США,"драма, криминал",8.7,311605,film,https://www.kinopoisk.ru/film/325/,online,0,0,0
Операция «Ы» и другие приключения Шурика,1965,СССР,"комедия, мелодрама",8.7,630330,film,https://www.kinopoisk.ru/film/42782/,По подписке Плюс,0,0,0
"Ну, погоди!",1969–2017,СССР,"мультфильм, комедия",8.7,585054,serial,https://www.kinopoisk.ru/film/46483/,По подписке Плюс,0,0,0
Последний человек,2016,Франция,"мультфильм, боевик",8.7,8444,film,https://www.kinopoisk.ru/film/1008970/,По подписке Плюс,0,0,0
Светлячок,2002–2003,США,"фантастика, приключения",8.7,67559,serial,https://www.kinopoisk.ru/film/178720/,По подписке Плюс,0,0,0
Винни Пух и день забот,1972,СССР,"мультфильм, детский",8.7,67149,film,https://www.kinopoisk.ru/film/45780/,По подписке Плюс,0,0,0
Настоящий детектив,2014–2019,США,"детектив, криминал",8.7,255935,serial,https://www.kinopoisk.ru/film/681831/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Приключения Пети и Волка,2018–2021,Россия,мультфильм,8.7,18551,serial,https://www.kinopoisk.ru/film/1309185/,По подписке Плюс,0,0,0
Крепость,2011,"Россия, Беларусь","драма, военный",8.7,934,film,https://www.kinopoisk.ru/film/1378886/,По подписке Плюс,0,0,0
Доктор Кто,2005–,Великобритания,"фантастика, драма",8.7,98974,serial,https://www.kinopoisk.ru/film/252089/,По подписке Плюс,0,0,0
Евгений Гришковец: Предисловие,2019,Россия,драма,8.7,1020,film,https://www.kinopoisk.ru/film/1363118/,По подписке Плюс,0,0,0
Императрица Ки,2013–2014,Корея Южная,"история, биография",8.7,22789,serial,https://www.kinopoisk.ru/film/808674/,По подписке Плюс,0,0,0
Повар императора,2015–2015,Япония,"биография, драма",8.7,13376,serial,https://www.kinopoisk.ru/film/904907/,По подписке Плюс,0,0,0
LAB с Антоном Беляевым,2020–,Россия,музыка,8.7,2646,serial,https://www.kinopoisk.ru/film/1387178/,По подписке Плюс,0,0,0
Медведи Камчатки. Начало жизни,2018,Россия,документальный,8.7,7941,film,https://www.kinopoisk.ru/film/1115424/,По подписке Плюс,0,0,0
Цветняшки,2021–,Россия,"мультфильм, мюзикл",8.7,573,serial,https://www.kinopoisk.ru/film/4463778/,По подписке Плюс,0,0,0
Начало,2010,"США, Великобритания","фантастика, боевик",8.7,816181,film,https://www.kinopoisk.ru/film/447301/,По подписке Плюс,0,0,0
Бесстыжие,2011–2021,США,"драма, комедия",8.7,258106,serial,https://www.kinopoisk.ru/film/571335/,По подписке Плюс,0,0,0
Голяк,2019–2021,Великобритания,"комедия, криминал",8.7,191496,serial,https://www.kinopoisk.ru/film/1236393/,По подписке Плюс,0,0,0
Земля: Один потрясающий день,2017,Великобритания,"документальный, семейный",8.7,18744,film,https://www.kinopoisk.ru/film/1029333/,По подписке Плюс,0,0,0
Стратегия выживания,2017,Корея Южная,документальный,8.6,1342,film,https://www.kinopoisk.ru/film/1366141/,По подписке Плюс,0,0,0
Братья по оружию,2001,"США, Великобритания","военный, драма",8.6,41349,film,https://www.kinopoisk.ru/film/94249/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Постучись в мою дверь,2020–,Турция,"мелодрама, комедия",8.6,57776,serial,https://www.kinopoisk.ru/film/1392743/,По подписке Плюс,0,0,0
Бойцовский клуб,1999,"США, Германия","триллер, драма",8.6,629718,film,https://www.kinopoisk.ru/film/361/,online,0,0,0
Властелин колец: Возвращение короля,2003,"Новая Зеландия, США","фэнтези, приключения",8.6,491403,film,https://www.kinopoisk.ru/film/3498/,По подписке Плюс,0,0,0
Апокалипсис: Первая мировая война,2014,"Франция, Канада","документальный, военный",8.6,1647,film,https://www.kinopoisk.ru/film/842865/,По подписке Плюс,0,0,0
Крутой учитель Онидзука,1999–2000,Япония,"аниме, мультфильм",8.6,30994,serial,https://www.kinopoisk.ru/film/408596/,По подписке Плюс,0,0,0
Дом совы,2020–2020,"США, Великобритания","мультфильм, фантастика",8.6,46823,serial,https://www.kinopoisk.ru/film/1254041/,По подписке Плюс,0,0,0
Тайна Коко,2017,США,"мультфильм, фэнтези",8.6,423653,film,https://www.kinopoisk.ru/film/679486/,По подписке Плюс,0,0,0
Мэйден,2018,Великобритания,"документальный, спорт",8.6,535,film,https://www.kinopoisk.ru/film/1191168/,По подписке Плюс,0,0,0
Назад в будущее,1985,США,"фантастика, комедия",8.6,488318,film,https://www.kinopoisk.ru/film/476/,online,0,0,0
Криминальное чтиво,1994,США,"криминал, драма",8.6,544740,film,https://www.kinopoisk.ru/film/342/,По подписке Плюс,0,0,0
Аватар: Легенда об Аанге,2004–2008,США,"мультфильм, фэнтези",8.6,262723,serial,https://www.kinopoisk.ru/film/401152/,По подписке Плюс,0,0,0
Нерка. Рыба красная,2020,Россия,документальный,8.6,4321,film,https://www.kinopoisk.ru/film/1399265/,По подписке Плюс,0,0,0
Жизнь прекрасна,1997,Италия,"военный, комедия",8.6,213905,film,https://www.kinopoisk.ru/film/381/,online,0,0,0
Angry Birds. Пушистики,2017,"Финляндия, Канада","мультфильм, комедия",8.6,4937,film,https://www.kinopoisk.ru/film/1048671/,По подписке Плюс,0,0,0
Теория большого взрыва,2007–2019,США,"комедия, мелодрама",8.6,353011,serial,https://www.kinopoisk.ru/film/306084/,По подписке Плюс,0,0,0
Хикару и го,2001–2003,Япония,"аниме, мультфильм",8.6,3038,serial,https://www.kinopoisk.ru/film/257377/,По подписке Плюс,0,0,0
Галапагосы: На краю земли,2018,Корея Южная,документальный,8.6,1148,film,https://www.kinopoisk.ru/film/1366140/,По подписке Плюс,0,0,0
Интерстеллар,2014,"Великобритания, Канада","фантастика, драма",8.6,730118,film,https://www.kinopoisk.ru/film/258687/,online,0,0,0
Форс-мажоры,2011–2019,США,"драма, комедия",8.6,82836,serial,https://www.kinopoisk.ru/film/557806/,online,0,0,0
BBC: Чудеса Солнечной системы,2010–,Великобритания,документальный,8.6,4344,serial,https://www.kinopoisk.ru/film/573738/,По подписке Плюс,0,0,0
Как я встретил вашу маму,2005–2014,США,"комедия, мелодрама",8.6,166701,serial,https://www.kinopoisk.ru/film/401522/,По подписке Плюс,0,0,0
Властелин колец: Братство Кольца,2001,"Новая Зеландия, США","фэнтези, приключения",8.6,531476,film,https://www.kinopoisk.ru/film/328/,По подписке Плюс,0,0,0
Властелин колец: Две крепости,2002,"Новая Зеландия, США","фэнтези, приключения",8.6,479889,film,https://www.kinopoisk.ru/film/312/,По подписке Плюс,0,0,0
Хилер,2014–2015,Корея Южная,"триллер, мелодрама",8.6,15858,serial,https://www.kinopoisk.ru/film/888109/,По подписке Плюс,0,0,0
Гладиатор,2000,"США, Великобритания","история, боевик",8.6,470912,film,https://www.kinopoisk.ru/film/474/,online,0,0,0
Йеллоустоун,2018–2018,США,"драма, вестерн",8.6,48551,serial,https://www.kinopoisk.ru/film/1045172/,По подписке Плюс,0,0,0
Герои Энвелла,2017–2021,Россия,"мультфильм, фантастика",8.6,16834,serial,https://www.kinopoisk.ru/film/1072974/,По подписке Плюс,0,0,0
Первая мировая,2014,"Россия, Украина","документальный, военный",8.6,5449,film,https://www.kinopoisk.ru/film/840941/,По подписке Плюс,0,0,0
"Карты, деньги, два ствола",1998,Великобритания,"боевик, комедия",8.6,418622,film,https://www.kinopoisk.ru/film/522/,По подписке Плюс,0,0,0
Игры разума,2001,США,"драма, биография",8.6,430301,film,https://www.kinopoisk.ru/film/530/,online,0,0,0
Расследования авиакатастроф,2014–,Канада,документальный,8.5,1496,serial,https://www.kinopoisk.ru/film/1289064/,По подписке Плюс,0,0,0
Женщина,2019,Франция,документальный,8.5,2568,film,https://www.kinopoisk.ru/film/1263355/,По подписке Плюс,0,0,0
100-футовая волна,2021–,США,"документальный, биография",8.5,290,serial,https://www.kinopoisk.ru/film/4491502/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Большой куш,2000,"Великобритания, США","криминал, комедия",8.5,400361,film,https://www.kinopoisk.ru/film/526/,online,0,0,0
Джентльмены удачи,1971,СССР,"комедия, драма",8.5,500812,film,https://www.kinopoisk.ru/film/44386/,По подписке Плюс,0,0,0
Пролетая над гнездом кукушки,1975,США,драма,8.5,287980,film,https://www.kinopoisk.ru/film/336/,online,0,0,0
Неизвестная планета Земля,2018–,США,документальный,8.5,3079,serial,https://www.kinopoisk.ru/film/1108508/,По подписке Плюс,0,0,0
Крестный отец 2,1974,США,"драма, криминал",8.5,174299,film,https://www.kinopoisk.ru/film/327/,online,0,0,0
Щенячья школа,2018,США,документальный,8.5,3610,film,https://www.kinopoisk.ru/film/978306/,По подписке Плюс,0,0,0
Престиж,2006,"Великобритания, США","триллер, фантастика",8.5,527451,film,https://www.kinopoisk.ru/film/195334/,online,0,0,0
Лекс и Плу: Космические таксисты,2019–,Россия,"мультфильм, детский",8.5,1358,serial,https://www.kinopoisk.ru/film/1395807/,По подписке Плюс,0,0,0
...А зори здесь тихие,1972,СССР,"драма, военный",8.5,198652,film,https://www.kinopoisk.ru/film/43395/,По подписке Плюс,0,0,0
Гоблин,2016–2017,Корея Южная,"фэнтези, мелодрама",8.5,26108,serial,https://www.kinopoisk.ru/film/996611/,По подписке Плюс,0,0,0
12 стульев,1976,СССР,"комедия, детектив",8.5,68766,film,https://www.kinopoisk.ru/film/77270/,По подписке Плюс,0,0,0
"Поймай меня, если сможешь",2002,"США, Канада","криминал, биография",8.5,449912,film,https://www.kinopoisk.ru/film/324/,По подписке Плюс,0,0,0
Бриллиантовая рука,1968,СССР,"комедия, приключения",8.5,509358,film,https://www.kinopoisk.ru/film/46225/,По подписке Плюс,0,0,0
Черное зеркало,2011–2019,Великобритания,"фантастика, триллер",8.5,231277,serial,https://www.kinopoisk.ru/film/655800/,online,0,0,0
Джентльмены,2019,"Великобритания, США","криминал, комедия",8.5,862977,film,https://www.kinopoisk.ru/film/1143242/,По подписке Плюс,0,0,0
Темный рыцарь,2008,"США, Великобритания","фантастика, боевик",8.5,535974,film,https://www.kinopoisk.ru/film/111543/,online,0,0,0
Остров проклятых,2009,США,"триллер, детектив",8.5,601166,film,https://www.kinopoisk.ru/film/397667/,По подписке Плюс,0,0,0
Твин Пикс,1990–2017,США,"триллер, драма",8.5,109126,serial,https://www.kinopoisk.ru/film/84358/,По подписке Плюс,0,0,0
Матрица,1999,"США, Австралия","фантастика, боевик",8.5,563636,film,https://www.kinopoisk.ru/film/301/,По подписке Плюс,0,0,0
Полли Покет,2018,"Канада, США","мультфильм, комедия",8.5,1082,film,https://www.kinopoisk.ru/film/1172191/,По подписке Плюс,0,0,0
Русская пятёрка,2018,США,"документальный, спорт",8.5,3111,film,https://www.kinopoisk.ru/film/1140681/,По подписке Плюс,0,0,0
Говорящий Том: Минимульты,2014–2017,США,мультфильм,8.5,2883,serial,https://www.kinopoisk.ru/film/4420305/,По подписке Плюс,0,0,0
Свидетели,2015,Россия,"документальный, история",8.5,572,film,https://www.kinopoisk.ru/film/1370458/,По подписке Плюс,0,0,0
"Прости, мама",2020,Россия,"драма, короткометражка",8.5,5252,film,https://www.kinopoisk.ru/film/1398909/,По подписке Плюс,0,0,0
Прослушка,2002–2008,США,"триллер, драма",8.5,24231,serial,https://www.kinopoisk.ru/film/402955/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Большая перемена,1972,СССР,"мелодрама, комедия",8.5,50763,film,https://www.kinopoisk.ru/film/85020/,По подписке Плюс,0,0,0
Офицеры,1971,СССР,"драма, военный",8.5,151493,film,https://www.kinopoisk.ru/film/42736/,По подписке Плюс,0,0,0
Пианист,2002,"Франция, Польша","драма, военный",8.5,256251,film,https://www.kinopoisk.ru/film/355/,По подписке Плюс,0,0,0
Фееринки,2019,Россия,"мультфильм, детский",8.5,2455,film,https://www.kinopoisk.ru/film/1338322/,По подписке Плюс,0,0,0
"Кавказская пленница, или Новые приключения Шурика",1966,СССР,"комедия, приключения",8.5,476220,film,https://www.kinopoisk.ru/film/44745/,По подписке Плюс,0,0,0
Малыш и Карлсон,1968,СССР,"мультфильм, детский",8.5,91761,film,https://www.kinopoisk.ru/film/251884/,По подписке Плюс,0,0,0
Вовка в Тридевятом царстве,1965,СССР,"мультфильм, детский",8.4,86057,film,https://www.kinopoisk.ru/film/45864/,По подписке Плюс,0,0,0
Унесённые призраками,2001,Япония,"аниме, мультфильм",8.4,388804,film,https://www.kinopoisk.ru/film/370/,online,0,0,0
Мы здесь,2020–,США,реальное ТВ,8.4,430,serial,https://www.kinopoisk.ru/film/1363066/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Крайний космос,2018–,США,"мультфильм, фантастика",8.4,82442,serial,https://www.kinopoisk.ru/film/1113099/,По подписке Плюс,0,0,0
Уроки рисования,2012–2012,Франция,мультфильм,8.4,666,serial,https://www.kinopoisk.ru/film/4359116/,По подписке Плюс,0,0,0
Сигнал,2016,Корея Южная,"детектив, фантастика",8.4,5138,film,https://www.kinopoisk.ru/film/965848/,По подписке Плюс,0,0,0
Запах женщины,1992,США,драма,8.4,222996,film,https://www.kinopoisk.ru/film/4871/,online,0,0,0
Катя и Эф. Куда-Угодно-Дверь,2018–,Россия,"детский, мультфильм",8.4,11556,serial,https://www.kinopoisk.ru/film/1199602/,По подписке Плюс,0,0,0
Сон Макса Рихтера,2019,Великобритания,"документальный, музыка",8.4,385,film,https://www.kinopoisk.ru/film/1392624/,По подписке Плюс,0,0,0
Враждебная планета,2019,США,документальный,8.4,904,film,https://www.kinopoisk.ru/film/1179101/,По подписке Плюс,0,0,0
"Путешествие Гордона, Джино и Фреда",2018–2018,Великобритания,"реальное ТВ, комедия",8.4,1960,serial,https://www.kinopoisk.ru/film/1363103/,По подписке Плюс,0,0,0
Ликвидация,2007,Россия,"детектив, криминал",8.4,113425,film,https://www.kinopoisk.ru/film/378244/,По подписке Плюс,0,0,0
Марта Купер: История о граффити,2019,"США, Австралия","документальный, биография",8.4,629,film,https://www.kinopoisk.ru/film/1259715/,По подписке Плюс,0,0,0
Эта замечательная жизнь,1947,США,"фэнтези, драма",8.4,56072,film,https://www.kinopoisk.ru/film/348/,online,0,0,0
Пробуждение,1990,США,"драма, биография",8.4,142892,film,https://www.kinopoisk.ru/film/2950/,По подписке Плюс,0,0,0
Карлсон вернулся,1970,СССР,"мультфильм, детский",8.4,71396,film,https://www.kinopoisk.ru/film/44718/,По подписке Плюс,0,0,0
Брошенный кролик,2011–2012,Япония,"аниме, мультфильм",8.4,10184,serial,https://www.kinopoisk.ru/film/629591/,По подписке Плюс,0,0,0
Говорящий Том: Герои,2019–2019,Германия,"комедия, детский",8.4,920,serial,https://www.kinopoisk.ru/film/4420302/,По подписке Плюс,0,0,0
Малышарики. Алфавит,2021–2021,Россия,мультфильм,8.4,1165,serial,https://www.kinopoisk.ru/film/4380827/,По подписке Плюс,0,0,0
Почему женщины убивают,2019–,США,"драма, комедия",8.4,124018,serial,https://www.kinopoisk.ru/film/1197956/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Секреты Игры Престолов,2016–,США,документальный,8.4,218,serial,https://www.kinopoisk.ru/film/1202993/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Сенна,2010,"Великобритания, Франция","документальный, биография",8.4,18746,film,https://www.kinopoisk.ru/film/573209/,online,0,0,0
Аббатство Даунтон,2010–2015,Великобритания,"драма, мелодрама",8.4,73432,serial,https://www.kinopoisk.ru/film/518192/,По подписке Плюс,0,0,0
Симпсоны,1989–,США,"мультфильм, комедия",8.4,215256,serial,https://www.kinopoisk.ru/film/77164/,online,0,0,0
Душа,2020,США,"мультфильм, фэнтези",8.4,348278,film,https://www.kinopoisk.ru/film/775273/,По подписке Плюс,0,0,0
Архангельские новеллы,1986,СССР,"мультфильм, короткометражка",8.4,3955,film,https://www.kinopoisk.ru/film/724073/,По подписке Плюс,0,0,0
1812-1815. Заграничный поход,2014,"Россия, Украина","документальный, драма",8.4,1949,film,https://www.kinopoisk.ru/film/913053/,По подписке Плюс,0,0,0
Острые козырьки,2013–,Великобритания,"драма, криминал",8.4,236554,serial,https://www.kinopoisk.ru/film/716587/,online,0,0,0
Они сражались за Родину,1975,СССР,"драма, военный",8.4,142779,film,https://www.kinopoisk.ru/film/42770/,По подписке Плюс,0,0,0
Мальчики краше цветов,2009,Корея Южная,"драма, мелодрама",8.4,30903,film,https://www.kinopoisk.ru/film/453309/,По подписке Плюс,0,0,0
Офис,2005–2013,США,комедия,8.4,96821,serial,https://www.kinopoisk.ru/film/253245/,По подписке Плюс,0,0,0
Летучий корабль,1979,СССР,"мультфильм, детский",8.4,76042,film,https://www.kinopoisk.ru/film/45086/,По подписке Плюс,0,0,0
Малышарики. Сказки,2020–,Россия,"мультфильм, детский",8.4,4157,serial,https://www.kinopoisk.ru/film/1445191/,По подписке Плюс,0,0,0
Фарго,2014–,США,"триллер, драма",8.4,135572,serial,https://www.kinopoisk.ru/film/767379/,По подписке Плюс с more.tv,0,0,0
Волк и теленок,1984,СССР,"мультфильм, детский",8.4,61062,film,https://www.kinopoisk.ru/film/260226/,По подписке Плюс,0,0,0
Москва слезам не верит,1979,СССР,"мелодрама, драма",8.4,421776,film,https://www.kinopoisk.ru/film/46708/,По подписке Плюс,0,0,0
Побег,2005–2017,"США, Великобритания","боевик, триллер",8.4,199228,serial,https://www.kinopoisk.ru/film/258048/,По подписке Плюс,0,0,0
Укрощение строптивого,1980,Италия,"мелодрама, комедия",8.4,257868,film,https://www.kinopoisk.ru/film/63912/,По подписке Плюс,0,0,0
Волшебное кольцо,1979,СССР,"мультфильм, детский",8.4,29603,film,https://www.kinopoisk.ru/film/45834/,По подписке Плюс,0,0,0
Декстер: Новая кровь,2021–2021,США,"драма, криминал",8.4,4209,serial,https://www.kinopoisk.ru/film/4526286/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Судьба человека,1959,СССР,"драма, военный",8.4,95863,film,https://www.kinopoisk.ru/film/44027/,По подписке Плюс,0,0,0
Унесенные ветром,1939,США,"мелодрама, история",8.4,155508,film,https://www.kinopoisk.ru/film/456/,По подписке Плюс,0,0,0
Белый Бим Черное ухо,1976,СССР,драма,8.4,98747,film,https://www.kinopoisk.ru/film/46068/,По подписке Плюс,0,0,0
Звёздная принцесса и силы зла,2015–2019,"США, Япония","мультфильм, фантастика",8.4,116263,serial,https://www.kinopoisk.ru/film/818971/,По подписке Плюс,0,0,0
Мир безмятежности,2020–2020,США,документальный,8.4,534,serial,https://www.kinopoisk.ru/film/1443824/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Потомки солнца,2016–2017,Корея Южная,"мелодрама, боевик",8.4,16387,serial,https://www.kinopoisk.ru/film/963340/,По подписке Плюс,0,0,0
Титаник,1997,"США, Мексика","мелодрама, история",8.4,590353,film,https://www.kinopoisk.ru/film/2213/,По подписке Плюс,0,0,0
Ник-изобретатель,2019–,Россия,"мультфильм, детский",8.4,1238,serial,https://www.kinopoisk.ru/film/1338303/,По подписке Плюс,0,0,0
Больница Никербокер,2014–2015,США,"драма, история",8.4,33569,serial,https://www.kinopoisk.ru/film/818708/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Девчата,1962,СССР,"мелодрама, комедия",8.4,357209,film,https://www.kinopoisk.ru/film/44168/,По подписке Плюс,0,0,0
"С любовью, Антоша",2019,США,"документальный, биография",8.4,7141,film,https://www.kinopoisk.ru/film/1234825/,По подписке Плюс,0,0,0
Кошечки-собачки,2020–,Россия,"мультфильм, детский",8.3,3146,serial,https://www.kinopoisk.ru/film/1431139/,По подписке Плюс,0,0,0
Зеленая книга,2018,"США, Китай","биография, комедия",8.3,538578,film,https://www.kinopoisk.ru/film/1108577/,По подписке Плюс,0,0,0
Говорящий Том и друзья: Мини,2015–2018,"США, Корея Южная","мультфильм, фэнтези",8.3,921,serial,https://www.kinopoisk.ru/film/4420301/,По подписке Плюс,0,0,0
Малышарики. Рисуем со Звездочкой,2020–,Россия,"мультфильм, детский",8.3,2468,serial,https://www.kinopoisk.ru/film/1380535/,По подписке Плюс,0,0,0
Гора самоцветов,2005–2021,Россия,мультфильм,8.3,31782,serial,https://www.kinopoisk.ru/film/471783/,По подписке Плюс,0,0,0
Пираты Карибского моря: Проклятие Черной жемчужины,2003,США,"фэнтези, боевик",8.3,607378,film,https://www.kinopoisk.ru/film/4374/,По подписке Плюс,0,0,0
Вечный зов,1973–1983,СССР,драма,8.3,81618,serial,https://www.kinopoisk.ru/film/93933/,По подписке Плюс,0,0,0
Одержимость,2013,США,"драма, музыка",8.3,276574,film,https://www.kinopoisk.ru/film/725190/,По подписке Плюс,0,0,0
Мешок яблок,1974,СССР,"мультфильм, детский",8.3,43560,film,https://www.kinopoisk.ru/film/46614/,По подписке Плюс,0,0,0
Твоё имя,2016,Япония,"аниме, мультфильм",8.3,166450,film,https://www.kinopoisk.ru/film/958722/,По подписке Плюс,0,0,0
Откровения пирамид,2009,Франция,документальный,8.3,5931,film,https://www.kinopoisk.ru/film/652833/,По подписке Плюс,0,0,0
Хатико: Самый верный друг,2008,"США, Великобритания","драма, семейный",8.3,407728,film,https://www.kinopoisk.ru/film/387556/,По подписке Плюс,0,0,0
Дарреллы,2016–2019,Великобритания,"драма, мелодрама",8.3,17903,serial,https://www.kinopoisk.ru/film/957807/,По подписке Плюс,0,0,0
