name,date,country,genre,rating,rating_count,kind,link,subscription,audio,subtitles,description
Игры судьбы,2019,США,драма,6.9,4932,film,https://www.kinopoisk.ru/film/566286/,По подписке Плюс,0,0,0
Конёк-Горбунок,2021,Россия,"фэнтези, комедия",6.9,197563,film,https://www.kinopoisk.ru/film/1045583/,По подписке Плюс,0,0,0
Текст,2019,Россия,"драма, триллер",6.9,125331,film,https://www.kinopoisk.ru/film/1234848/,online,0,0,0
Мошенники,2005–,Россия,"мелодрама, комедия",6.9,871,serial,https://www.kinopoisk.ru/film/255115/,По подписке Плюс,0,0,0
Тепло наших тел,2013,"США, Канада","ужасы, мелодрама",6.9,121766,film,https://www.kinopoisk.ru/film/497077/,online,0,0,0
Starперцы,2013,США,"комедия, драма",6.9,73186,film,https://www.kinopoisk.ru/film/468571/,По подписке Плюс,0,0,0
Разумное сомнение,2008,"США, Саудовская Аравия","триллер, драма",6.9,9585,film,https://www.kinopoisk.ru/film/406250/,По подписке Плюс,0,0,0
Сказки на ночь,2008,США,"фантастика, фэнтези",6.9,55605,film,https://www.kinopoisk.ru/film/279770/,online,0,0,0
Мертвые президенты,1995,США,"боевик, триллер",6.9,1115,film,https://www.kinopoisk.ru/film/6948/,online,0,0,0
Мастер охоты на единорога,2018,Россия,детектив,6.9,834,film,https://www.kinopoisk.ru/film/1185928/,По подписке Плюс,0,0,0
Нагота,2017,США,документальный,6.9,317,film,https://www.kinopoisk.ru/film/1039037/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Новейший завет,2015,"Бельгия, Франция","фэнтези, комедия",6.9,34316,film,https://www.kinopoisk.ru/film/840470/,По подписке Плюс,0,0,0
В любви что-то есть,2019,Россия,"комедия, короткометражка",6.9,2828,film,https://www.kinopoisk.ru/film/1398896/,По подписке Плюс,0,0,0
Гномы в деле!,2020,Германия,"мультфильм, комедия",6.9,1717,film,https://www.kinopoisk.ru/film/1200972/,По подписке Плюс,0,0,0
Тимошкина елка,1966,СССР,"мультфильм, короткометражка",6.9,623,film,https://www.kinopoisk.ru/film/436196/,По подписке Плюс,0,0,0
Заветная мечта,1972,СССР,"мультфильм, короткометражка",6.9,603,film,https://www.kinopoisk.ru/film/260127/,По подписке Плюс,0,0,0
Ёлки,2010,Россия,комедия,6.9,176262,film,https://www.kinopoisk.ru/film/493768/,По подписке Плюс,0,0,0
Я могу уничтожить тебя,2020–2020,"Великобритания, США",драма,6.9,1945,serial,https://www.kinopoisk.ru/film/1344919/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Даффи Дак: Охотники за чудовищами,1988,США,"мультфильм, ужасы",6.9,511,film,https://www.kinopoisk.ru/film/33819/,online,0,0,0
В стране ловушек,1975,СССР,мультфильм,6.9,201,film,https://www.kinopoisk.ru/film/474930/,По подписке Плюс,0,0,0
Сафари,2016,"Австрия, Дания",документальный,6.9,303,film,https://www.kinopoisk.ru/film/996304/,По подписке Плюс,0,0,0
Три банана,1971,СССР,"мультфильм, короткометражка",6.9,631,film,https://www.kinopoisk.ru/film/422951/,По подписке Плюс,0,0,0
Потомки,2011,США,драма,6.9,28419,film,https://www.kinopoisk.ru/film/395369/,По подписке Плюс,0,0,0
Сладкая полночь,2007,США,"драма, мелодрама",6.9,5586,film,https://www.kinopoisk.ru/film/198077/,По подписке Плюс,0,0,0
Бортпроводница,2020–2020,США,"детектив, комедия",6.9,5416,serial,https://www.kinopoisk.ru/film/1090179/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Айнбо. Сердце Амазонии,2020,"Перу, Нидерланды","мультфильм, фэнтези",6.9,34960,film,https://www.kinopoisk.ru/film/1113699/,По подписке Плюс,0,0,0
Ангелочек,2008,Россия,"мультфильм, короткометражка",6.9,122,film,https://www.kinopoisk.ru/film/471537/,По подписке Плюс,0,0,0
Трещины,2020,Россия,"короткометражка, документальный",6.9,387,film,https://www.kinopoisk.ru/film/4463965/,По подписке Плюс,0,0,0
Неизвестная Италия. Матера – город из камня,2019,Италия,документальный,6.9,187,film,https://www.kinopoisk.ru/film/1234620/,По подписке Плюс,0,0,0
Искатель воды,2014,"Австралия, США","драма, военный",6.9,25582,film,https://www.kinopoisk.ru/film/773074/,По подписке Плюс,0,0,0
Цыпочка,2002,США,"фэнтези, комедия",6.9,61781,film,https://www.kinopoisk.ru/film/314/,online,0,0,0
Внимание! Всем постам...,1985,СССР,"боевик, криминал",6.9,1729,film,https://www.kinopoisk.ru/film/45803/,По подписке Плюс,0,0,0
По расчету,2019,Великобритания,триллер,6.9,2712,film,https://www.kinopoisk.ru/film/1179447/,По подписке Плюс с more.tv,0,0,0
Санта Клаус,1994,"США, Канада","фэнтези, драма",6.9,11886,film,https://www.kinopoisk.ru/film/2547/,online,0,0,0
Невиновный,1989,США,"боевик, триллер",6.9,387,film,https://www.kinopoisk.ru/film/4184/,online,0,0,0
Безымянный гангстер,2011,Корея Южная,"криминал, драма",6.9,2609,film,https://www.kinopoisk.ru/film/634343/,По подписке Плюс,0,0,0
Форма воды,2017,"США, Канада","фантастика, драма",6.9,142549,film,https://www.kinopoisk.ru/film/977743/,По подписке Плюс,0,0,0
Маргарита,2015,"Франция, Чехия","драма, комедия",6.9,2445,film,https://www.kinopoisk.ru/film/890364/,По подписке Плюс,0,0,0
Антропоид,2016,"Чехия, Великобритания","боевик, триллер",6.9,13274,film,https://www.kinopoisk.ru/film/892635/,По подписке Плюс,0,0,0
Стартрек: Бесконечность,2016,"США, Китай","фантастика, боевик",6.9,104106,film,https://www.kinopoisk.ru/film/734349/,online,0,0,0
Рэмбо IV,2007,"США, Германия","боевик, триллер",6.9,53880,film,https://www.kinopoisk.ru/film/104952/,По подписке Плюс,0,0,0
Дневники принцессы 2: Как стать королевой,2004,США,"мелодрама, комедия",6.9,45222,film,https://www.kinopoisk.ru/film/61559/,online,0,0,0
Из 13 в 30,2004,США,"фэнтези, мелодрама",6.9,67172,film,https://www.kinopoisk.ru/film/5842/,По подписке Плюс,0,0,0
Я иду искать,2019,"США, Канада","триллер, комедия",6.9,145312,film,https://www.kinopoisk.ru/film/1198736/,По подписке Плюс,0,0,0
Хочу быть отважным,1963,СССР,"мультфильм, короткометражка",6.9,255,film,https://www.kinopoisk.ru/film/260124/,По подписке Плюс,0,0,0
Лок,2013,"Великобритания, США",драма,6.9,50796,film,https://www.kinopoisk.ru/film/736206/,По подписке Плюс,0,0,0
Вне/себя,2015,США,"фантастика, триллер",6.9,107518,film,https://www.kinopoisk.ru/film/655435/,По подписке Плюс,0,0,0
Веном,2018,"США, Китай","фантастика, боевик",6.9,611626,film,https://www.kinopoisk.ru/film/463634/,По подписке Плюс,0,0,0
Знамение,2009,"США, Великобритания","фантастика, боевик",6.9,142512,film,https://www.kinopoisk.ru/film/102510/,По подписке Плюс,0,0,0
Скуки ради,1967,СССР,драма,6.9,119,film,https://www.kinopoisk.ru/film/43828/,По подписке Плюс,0,0,0
"Стервы, или Странности любви",2004–,Россия,комедия,6.9,878,serial,https://www.kinopoisk.ru/film/424020/,По подписке Плюс,0,0,0
Ульяна,2019,Россия,короткометражка,6.9,215,film,https://www.kinopoisk.ru/film/1314620/,По подписке Плюс с more.tv,0,0,0
Американская готика,2016,США,"триллер, драма",6.9,2096,film,https://www.kinopoisk.ru/film/958573/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Франкофония,2015,"Франция, Германия","драма, история",6.9,2149,film,https://www.kinopoisk.ru/film/667406/,По подписке Плюс,0,0,0
Одна встреча,2014,Франция,"драма, мелодрама",6.9,9588,film,https://www.kinopoisk.ru/film/744515/,По подписке Плюс,0,0,0
Пила 5,2008,"Канада, США","ужасы, триллер",6.9,61967,film,https://www.kinopoisk.ru/film/400094/,online,0,0,0
Идеальный незнакомец,2007,США,"триллер, криминал",6.9,28686,film,https://www.kinopoisk.ru/film/104924/,online,0,0,0
Настоящие женщины всегда в теле,2002,США,"драма, комедия",6.9,350,film,https://www.kinopoisk.ru/film/8114/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Звери.,2016–2018,США,"мультфильм, комедия",6.9,1850,serial,https://www.kinopoisk.ru/film/946974/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Птица доброго господа,2020–2020,США,"драма, история",6.9,797,serial,https://www.kinopoisk.ru/film/1248354/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Человек-мотылек,2001,США,"ужасы, триллер",6.9,19889,film,https://www.kinopoisk.ru/film/759/,По подписке Плюс,0,0,0
Тарас Шевченко,1951,СССР,"драма, биография",6.9,536,film,https://www.kinopoisk.ru/film/42210/,По подписке Плюс,0,0,0
Приключения барона Мюнхаузена,1967,СССР,"мультфильм, короткометражка",6.9,460,film,https://www.kinopoisk.ru/film/679771/,По подписке Плюс,0,0,0
Бендер: Золото империи,2021,Россия,"приключения, комедия",6.9,59058,film,https://www.kinopoisk.ru/film/4450231/,По подписке Плюс,0,0,0
Глаза змеи,1998,"США, Канада","триллер, криминал",6.9,11712,film,https://www.kinopoisk.ru/film/4268/,online,0,0,0
Если враг не сдается...,1983,СССР,"боевик, драма",6.9,1063,film,https://www.kinopoisk.ru/film/42449/,По подписке Плюс,0,0,0
Белые ночи почтальона Алексея Тряпицына,2014,Россия,драма,6.9,10183,film,https://www.kinopoisk.ru/film/839075/,По подписке Плюс,0,0,0
Час пик,2006,Россия,"драма, мелодрама",6.9,3665,film,https://www.kinopoisk.ru/film/161130/,По подписке Плюс,0,0,0
Она – мужчина,2006,"США, Канада","мелодрама, комедия",6.9,86207,film,https://www.kinopoisk.ru/film/105053/,По подписке Плюс,0,0,0
Смывайся,2006,"Великобритания, США","мультфильм, фэнтези",6.9,48826,film,https://www.kinopoisk.ru/film/83792/,online,0,0,0
Лающие собаки никогда не кусают,2000,Корея Южная,комедия,6.9,1903,film,https://www.kinopoisk.ru/film/65859/,По подписке Плюс,0,0,0
Белый взрыв,1969,СССР,"боевик, военный",6.9,1281,film,https://www.kinopoisk.ru/film/46078/,По подписке Плюс,0,0,0
Отель «Мэриголд». Заселение продолжается,2015,"Великобритания, США","драма, мелодрама",6.9,11816,film,https://www.kinopoisk.ru/film/723912/,online,0,0,0
Избавь нас от лукавого,2006,США,"документальный, криминал",6.9,986,film,https://www.kinopoisk.ru/film/259465/,По подписке Плюс,0,0,0
Вампиры,1998,"Япония, США","ужасы, боевик",6.9,12696,film,https://www.kinopoisk.ru/film/7430/,По подписке Плюс,0,0,0
Миссия: невыполнима 2,2000,"США, Германия","боевик, триллер",6.9,79602,film,https://www.kinopoisk.ru/film/3447/,По подписке Плюс,0,0,0
Стальная звезда,2017–2020,"Великобритания, Канада","драма, криминал",6.9,5710,serial,https://www.kinopoisk.ru/film/981330/,По подписке Плюс,0,0,0
Как выйти замуж за миллиардера,2010,"Великобритания, Германия","мелодрама, комедия",6.9,41892,film,https://www.kinopoisk.ru/film/470447/,По подписке Плюс,0,0,0
Черный котел,1985,"США, Великобритания","мультфильм, фэнтези",6.9,7394,film,https://www.kinopoisk.ru/film/12857/,online,0,0,0
Мир Юрского периода,2015,США,"фантастика, приключения",6.9,204695,film,https://www.kinopoisk.ru/film/594554/,По подписке Плюс,0,0,0
Ограды,2016,"США, Канада",драма,6.9,14884,film,https://www.kinopoisk.ru/film/735160/,online,0,0,0
Любовь без пересадок,2013,Франция,"мелодрама, комедия",6.9,14606,film,https://www.kinopoisk.ru/film/694860/,По подписке Плюс,0,0,0
«Старый» Новый год,2011,США,"мелодрама, комедия",6.9,40525,film,https://www.kinopoisk.ru/film/497755/,online,0,0,0
Вся правда о медведях: Фильм,2020,США,"мультфильм, фэнтези",6.9,1493,film,https://www.kinopoisk.ru/film/1387289/,online,0,0,0
Забавы молодых,1987,СССР,драма,6.9,1320,film,https://www.kinopoisk.ru/film/45192/,По подписке Плюс,0,0,0
Волшебный фонарь,2015–2016,Россия,"мультфильм, детский",6.9,943,serial,https://www.kinopoisk.ru/film/983092/,По подписке Плюс,0,0,0
Вдали от обезумевшей толпы,2015,"Великобритания, США","драма, мелодрама",6.9,19025,film,https://www.kinopoisk.ru/film/764613/,online,0,0,0
Дориан Грей,2009,Великобритания,"фэнтези, триллер",6.9,129375,film,https://www.kinopoisk.ru/film/415663/,По подписке Плюс,0,0,0
Индиана Джонс и Королевство хрустального черепа,2008,США,"фантастика, боевик",6.9,94460,film,https://www.kinopoisk.ru/film/38904/,По подписке Плюс,0,0,0
Слежка 2: Снова в засаде,1993,США,"комедия, криминал",6.9,947,film,https://www.kinopoisk.ru/film/4051/,online,0,0,0
Трубка и медведь,1955,СССР,"мультфильм, короткометражка",6.9,273,film,https://www.kinopoisk.ru/film/615792/,По подписке Плюс,0,0,0
Mamma Mia! 2,2018,"Великобритания, США","мюзикл, мелодрама",6.9,22653,film,https://www.kinopoisk.ru/film/1045345/,online,0,0,0
Ромул,2020–2020,"Италия, Великобритания","драма, история",6.9,2384,serial,https://www.kinopoisk.ru/film/1273065/,По подписке Плюс с more.tv,0,0,0
Пламя и Цитрон,2008,"Дания, Германия","боевик, триллер",6.9,1750,film,https://www.kinopoisk.ru/film/276637/,online,0,0,0
Джокер,2010,Россия,боевик,6.9,4074,film,https://www.kinopoisk.ru/film/565254/,По подписке Плюс,0,0,0
Телефон,1944,СССР,"мультфильм, короткометражка",6.9,511,film,https://www.kinopoisk.ru/film/533060/,По подписке Плюс,0,0,0
Корпорация,2016–2017,США,"фантастика, триллер",6.9,2615,serial,https://www.kinopoisk.ru/film/900004/,По подписке Плюс Мульти с Амедиатекой,0,0,0
"Куда ты пропала, Бернадетт?",2019,США,"драма, комедия",6.9,18330,film,https://www.kinopoisk.ru/film/702904/,По подписке Плюс,0,0,0
Машинка времени,1967,СССР,"мультфильм, короткометражка",6.9,478,film,https://www.kinopoisk.ru/film/597600/,По подписке Плюс,0,0,0
Венок сонетов,1977,СССР,"драма, военный",6.9,165,film,https://www.kinopoisk.ru/film/45716/,По подписке Плюс,0,0,0
Фанатик,2000,"Великобритания, США","драма, мелодрама",6.9,5980,film,https://www.kinopoisk.ru/film/698/,online,0,0,0
Черная вдова,2021–2021,Россия,детектив,6.9,377,serial,https://www.kinopoisk.ru/film/2003376/,По подписке Плюс,0,0,0
Их звездный час,2016,"Великобритания, Швеция","драма, мелодрама",6.9,3082,film,https://www.kinopoisk.ru/film/639404/,По подписке Плюс,0,0,0
12 могучих сирот,2021,США,"история, спорт",6.9,719,film,https://www.kinopoisk.ru/film/1236312/,online,0,0,0
Крепыш,2011,Дания,"драма, мелодрама",6.9,2816,film,https://www.kinopoisk.ru/film/661203/,По подписке Плюс,0,0,0
Точка,2005,Россия,драма,6.9,11890,film,https://www.kinopoisk.ru/film/252125/,По подписке Плюс,0,0,0
"Город грехов 2: Женщина, ради которой стоит убивать",2014,США,"боевик, триллер",6.9,88788,film,https://www.kinopoisk.ru/film/103391/,По подписке Плюс,0,0,0
Дядя Степа,1939,СССР,"мультфильм, короткометражка",6.9,292,film,https://www.kinopoisk.ru/film/573597/,По подписке Плюс,0,0,0
Папа напрокат,2008,Украина,комедия,6.9,2341,film,https://www.kinopoisk.ru/film/433680/,По подписке Плюс,0,0,0
Тройной форсаж: Токийский дрифт,2006,"США, Германия","боевик, криминал",6.9,135672,film,https://www.kinopoisk.ru/film/106079/,По подписке Плюс,0,0,0
Эспен в поисках  Золотого замка,2019,Норвегия,"фэнтези, приключения",6.8,16746,film,https://www.kinopoisk.ru/film/1179577/,По подписке Плюс,0,0,0
Возвращение в Бургундию,2016,Франция,"комедия, драма",6.8,6567,film,https://www.kinopoisk.ru/film/952593/,По подписке Плюс,0,0,0
Need for Speed: Жажда скорости,2014,"США, Индия","боевик, триллер",6.8,107445,film,https://www.kinopoisk.ru/film/678975/,online,0,0,0
Фунтик и огурцы,1961,СССР,"мультфильм, короткометражка",6.8,553,film,https://www.kinopoisk.ru/film/44446/,По подписке Плюс,0,0,0
В небо за мечтой,2017,Россия,"семейный, мелодрама",6.8,851,film,https://www.kinopoisk.ru/film/1049517/,По подписке Плюс,0,0,0
За холмами,2012,"Румыния, Франция",драма,6.8,3185,film,https://www.kinopoisk.ru/film/669853/,По подписке Плюс,0,0,0
За прекрасных дам!,1989,СССР,"комедия, криминал",6.8,4886,film,https://www.kinopoisk.ru/film/45181/,По подписке Плюс,0,0,0
Механическая планета,2017,Япония,"аниме, мультфильм",6.8,1262,film,https://www.kinopoisk.ru/film/1111802/,По подписке Плюс,0,0,0
Стрекоза и муравей,1961,СССР,"мультфильм, короткометражка",6.8,1253,film,https://www.kinopoisk.ru/film/471905/,По подписке Плюс,0,0,0
30 безумных желаний,2018,США,"драма, комедия",6.8,15569,film,https://www.kinopoisk.ru/film/937706/,online,0,0,0
Сильнее,2017,США,"драма, биография",6.8,12546,film,https://www.kinopoisk.ru/film/937824/,online,0,0,0
Храбрый Пак,1953,СССР,"мультфильм, фэнтези",6.8,331,film,https://www.kinopoisk.ru/film/257823/,По подписке Плюс,0,0,0
Код доступа «Кейптаун»,2012,"ЮАР, США","боевик, триллер",6.8,74977,film,https://www.kinopoisk.ru/film/507818/,online,0,0,0
Чепелуэйт,2021–,США,"ужасы, драма",6.8,6089,serial,https://www.kinopoisk.ru/film/1355158/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Ученик чародея,2010,США,"фэнтези, боевик",6.8,179328,film,https://www.kinopoisk.ru/film/429739/,По подписке Плюс,0,0,0
Последний дом слева,2009,"США, Великобритания","ужасы, триллер",6.8,47452,film,https://www.kinopoisk.ru/film/261005/,online,0,0,0
А у нас во дворе 2,2019,Россия,детектив,6.8,1628,film,https://www.kinopoisk.ru/film/1246989/,По подписке Плюс,0,0,0
Не вместе,2017,Россия,мелодрама,6.8,499,film,https://www.kinopoisk.ru/film/1039249/,По подписке Плюс,0,0,0
Прогулка,1986,СССР,"мультфильм, короткометражка",6.8,246,film,https://www.kinopoisk.ru/film/260014/,По подписке Плюс,0,0,0
Дом странных детей Мисс Перегрин,2016,"США, Великобритания","фэнтези, триллер",6.8,253938,film,https://www.kinopoisk.ru/film/648440/,По подписке Плюс,0,0,0
Во власти стихии,2018,"США, Гонконг","боевик, триллер",6.8,53132,film,https://www.kinopoisk.ru/film/1015040/,По подписке Плюс,0,0,0
LEGO Супергерои Marvel: Максимальная перегрузка,2013–2013,США,"мультфильм, фантастика",6.8,9130,serial,https://www.kinopoisk.ru/film/838667/,По подписке Плюс,0,0,0
Блэйд 2,2002,"Германия, США","ужасы, боевик",6.8,75633,film,https://www.kinopoisk.ru/film/613/,online,0,0,0
Несносные боссы,2011,США,"комедия, криминал",6.8,111076,film,https://www.kinopoisk.ru/film/471628/,online,0,0,0
Маленькая Мисс Судьба,2021,Швейцария,"мультфильм, драма",6.8,394,film,https://www.kinopoisk.ru/film/4356510/,По подписке Плюс,0,0,0
Хочу вашего мужа,1992,Украина,комедия,6.8,1788,film,https://www.kinopoisk.ru/film/95348/,По подписке Плюс,0,0,0
Сны,1993,Россия,"комедия, история",6.8,3256,film,https://www.kinopoisk.ru/film/41074/,По подписке Плюс,0,0,0
Безумие в Уэйкфилде,2021–2021,Австралия,детектив,6.8,1911,serial,https://www.kinopoisk.ru/film/2000491/,По подписке Плюс,0,0,0
Возмездие,2010,"Великобритания, США","триллер, драма",6.8,30026,film,https://www.kinopoisk.ru/film/412258/,По подписке Плюс,0,0,0
"Сестричка, действуй 2",1993,США,"комедия, семейный",6.8,7378,film,https://www.kinopoisk.ru/film/6555/,online,0,0,0
Волшебное лекарство,1982,СССР,"мультфильм, короткометражка",6.8,387,film,https://www.kinopoisk.ru/film/257087/,По подписке Плюс,0,0,0
Большой,2016,Россия,драма,6.8,26389,film,https://www.kinopoisk.ru/film/841472/,По подписке Плюс,0,0,0
Трансформеры 3: Тёмная сторона Луны,2011,США,"фантастика, боевик",6.8,181665,film,https://www.kinopoisk.ru/film/452899/,По подписке Плюс,0,0,0
Годзилла,1998,"США, Япония","фантастика, боевик",6.8,48425,film,https://www.kinopoisk.ru/film/4012/,online,0,0,0
Юнга Северного флота,1973,СССР,"драма, военный",6.8,2487,film,https://www.kinopoisk.ru/film/42465/,По подписке Плюс,0,0,0
Вилли и крутые тачки,2018,"Малайзия, Мартиника","мультфильм, комедия",6.8,5221,film,https://www.kinopoisk.ru/film/1108921/,По подписке Плюс,0,0,0
В тихом омуте,2019,США,"триллер, криминал",6.8,36505,film,https://www.kinopoisk.ru/film/1152188/,По подписке Плюс,0,0,0
Три мелодии,2013,Россия,мультфильм,6.8,161,film,https://www.kinopoisk.ru/film/767929/,По подписке Плюс,0,0,0
Он – дракон,2015,Россия,фэнтези,6.8,92430,film,https://www.kinopoisk.ru/film/840258/,По подписке Плюс,0,0,0
Судья Дредд 3D,2012,"Великобритания, ЮАР","фантастика, боевик",6.8,112233,film,https://www.kinopoisk.ru/film/437678/,По подписке Плюс,0,0,0
Калейдоскоп ужасов,2019–,США,"ужасы, фэнтези",6.8,13404,serial,https://www.kinopoisk.ru/film/1178548/,По подписке Плюс,0,0,0
Непотопляемые,2018,"Франция, Бельгия","драма, комедия",6.8,5369,film,https://www.kinopoisk.ru/film/1062339/,По подписке Плюс,0,0,0
"Красивый, плохой, злой",2018,США,"триллер, драма",6.8,125255,film,https://www.kinopoisk.ru/film/726805/,По подписке Плюс,0,0,0
Лара Крофт: Расхитительница гробниц,2001,"США, Великобритания","фэнтези, боевик",6.8,93384,film,https://www.kinopoisk.ru/film/3950/,По подписке Плюс,0,0,0
Девушка в тумане,2017,"Италия, Германия","триллер, криминал",6.8,34337,film,https://www.kinopoisk.ru/film/1047956/,online,0,0,0
"Ешь, молись, люби",2010,США,"драма, мелодрама",6.8,72961,film,https://www.kinopoisk.ru/film/454522/,online,0,0,0
Особенности национальной охоты в зимний период,2000,Россия,комедия,6.8,23870,film,https://www.kinopoisk.ru/film/40893/,По подписке Плюс,0,0,0
Том и Джерри,2021,"США, Великобритания","комедия, приключения",6.8,131157,film,https://www.kinopoisk.ru/film/468562/,По подписке Плюс,0,0,0
Приказ: Огонь не открывать,1981,СССР,военный,6.8,1298,film,https://www.kinopoisk.ru/film/43247/,По подписке Плюс,0,0,0
Свадебный переполох,2001,"США, Германия","мелодрама, комедия",6.8,60018,film,https://www.kinopoisk.ru/film/7285/,По подписке Плюс,0,0,0
Рождество на двоих,2019,"Великобритания, США","фэнтези, драма",6.8,78018,film,https://www.kinopoisk.ru/film/1170018/,online,0,0,0
Большой друг,2015,Россия,"мультфильм, детский",6.8,459,film,https://www.kinopoisk.ru/film/970126/,По подписке Плюс,0,0,0
Спящая принцесса,2017,Япония,"аниме, мультфильм",6.8,3085,film,https://www.kinopoisk.ru/film/986939/,По подписке Плюс,0,0,0
Страх[и] темноты,2007,Франция,"мультфильм, ужасы",6.8,1768,film,https://www.kinopoisk.ru/film/275429/,По подписке Плюс,0,0,0
Любовь и другие лекарства,2010,США,"драма, мелодрама",6.8,105181,film,https://www.kinopoisk.ru/film/463695/,По подписке Плюс,0,0,0
Карп отмороженный,2017,Россия,"комедия, драма",6.8,21114,film,https://www.kinopoisk.ru/film/1006718/,По подписке Плюс,0,0,0
Лето 84,2017,Канада,"триллер, детектив",6.8,31926,film,https://www.kinopoisk.ru/film/1045081/,По подписке Плюс,0,0,0
Superнянь,2014,Франция,комедия,6.8,55403,film,https://www.kinopoisk.ru/film/777091/,По подписке Плюс,0,0,0
Приключения Незнайки и его друзей,1971–1973,СССР,"мультфильм, детский",6.8,2269,serial,https://www.kinopoisk.ru/film/540639/,По подписке Плюс,0,0,0
Секса много не бывает,2011,"Франция, Бельгия","драма, комедия",6.8,8202,film,https://www.kinopoisk.ru/film/596468/,По подписке Плюс,0,0,0
Письмо,1970,СССР,"мультфильм, детский",6.8,189,film,https://www.kinopoisk.ru/film/259960/,По подписке Плюс,0,0,0
Каменская,1999,"Россия, Беларусь","драма, криминал",6.8,11604,film,https://www.kinopoisk.ru/film/94331/,По подписке Плюс,0,0,0
Прямая и явная угроза,1994,"США, Мексика","боевик, триллер",6.8,4700,film,https://www.kinopoisk.ru/film/4973/,online,0,0,0
Команда «Мстители»,2013–2019,США,"мультфильм, приключения",6.8,3958,serial,https://www.kinopoisk.ru/film/714433/,online,0,0,0
Джуманджи: Зов джунглей,2017,"США, Индия","фэнтези, боевик",6.8,186536,film,https://www.kinopoisk.ru/film/695609/,По подписке Плюс,0,0,0
Пила 6,2009,"Канада, США","ужасы, триллер",6.8,60861,film,https://www.kinopoisk.ru/film/414547/,online,0,0,0
Хортон,2008,США,"мультфильм, фэнтези",6.8,40859,film,https://www.kinopoisk.ru/film/160908/,По подписке Плюс,0,0,0
Исчезнувшая,2017–,Россия,"детектив, криминал",6.8,1801,serial,https://www.kinopoisk.ru/film/1049346/,По подписке Плюс,0,0,0
"Дед, привет!",2018,Финляндия,"драма, комедия",6.8,1234,film,https://www.kinopoisk.ru/film/1042605/,online,0,0,0
Тайная жизнь домашних животных,2016,"США, Франция","мультфильм, комедия",6.8,211266,film,https://www.kinopoisk.ru/film/743088/,online,0,0,0
Другой мир: Восстание ликанов,2008,"США, Новая Зеландия","фэнтези, боевик",6.8,60443,film,https://www.kinopoisk.ru/film/258772/,По подписке Плюс,0,0,0
Первые на Луне,2005,Россия,"фантастика, детектив",6.8,3256,film,https://www.kinopoisk.ru/film/160990/,По подписке Плюс,0,0,0
Тайная жизнь домашних животных 2,2019,"США, Франция","мультфильм, комедия",6.8,161930,film,https://www.kinopoisk.ru/film/995974/,online,0,0,0
Ангел-хранитель,2012,Германия,"драма, боевик",6.8,13907,film,https://www.kinopoisk.ru/film/661609/,По подписке Плюс,0,0,0
Нулевой километр,2007,Россия,"триллер, драма",6.8,8815,film,https://www.kinopoisk.ru/film/258128/,По подписке Плюс,0,0,0
В темноте,2017–2017,Великобритания,"драма, криминал",6.8,3898,serial,https://www.kinopoisk.ru/film/1006563/,По подписке Плюс,0,0,0
Землетрясение,2016,"Россия, Армения",драма,6.8,42888,film,https://www.kinopoisk.ru/film/839961/,По подписке Плюс,0,0,0
Не покидай меня,2013,Россия,"мелодрама, военный",6.8,2139,film,https://www.kinopoisk.ru/film/769244/,По подписке Плюс,0,0,0
Че: Часть первая. Аргентинец,2008,"Франция, Испания","драма, военный",6.8,4854,film,https://www.kinopoisk.ru/film/271797/,По подписке Плюс,0,0,0
Госфорд-парк,2001,"США, Великобритания","драма, комедия",6.8,11137,film,https://www.kinopoisk.ru/film/683/,По подписке Плюс,0,0,0
Выбор капитана Корелли,2001,"Великобритания, Франция","драма, мелодрама",6.8,6193,film,https://www.kinopoisk.ru/film/626/,По подписке Плюс,0,0,0
"Дикий, дикий Запад",1999,США,"фантастика, боевик",6.8,59387,film,https://www.kinopoisk.ru/film/2762/,online,0,0,0
Спящие 2,2018,Россия,триллер,6.8,2756,film,https://www.kinopoisk.ru/film/1114854/,По подписке Плюс,0,0,0
Каннингем,2019,"Германия, Франция","документальный, биография",6.8,399,film,https://www.kinopoisk.ru/film/1164531/,По подписке Плюс,0,0,0
Букшоп,2017,"Великобритания, Испания",драма,6.8,6297,film,https://www.kinopoisk.ru/film/794309/,По подписке Плюс,0,0,0
Любовь во время холеры,2007,"США, Мексика","драма, мелодрама",6.8,7016,film,https://www.kinopoisk.ru/film/189649/,По подписке Плюс,0,0,0
Такси,2015,Иран,"драма, комедия",6.8,4610,film,https://www.kinopoisk.ru/film/885646/,По подписке Плюс,0,0,0
Я стану лучше,2012,"Франция, Бельгия",драма,6.8,1139,film,https://www.kinopoisk.ru/film/775282/,По подписке Плюс,0,0,0
Феи: Тайна страны драконов,2019,"Германия, Люксембург","мультфильм, фэнтези",6.8,3287,film,https://www.kinopoisk.ru/film/1301779/,По подписке Плюс,0,0,0
